url,pred,conf,risk,time,error,index,ground_truth
https://sites.google.com/logiwallets.com/uphold-login/home,1,79.87,40.13,7.72,,4793,1
https://q-r.to/bfcJ7K,1,99.9,80,5.026,,4794,1
https://is.gd/mmX0uu,1,90,70,5.961,,4795,1
https://honeytoon.com/,0,98.47,21.53,6.128,,4796,0
https://www.rbc.com/en/sitemap_index.xml,0,99.9,0.01,4.939,,4797,0
https://www.dropbox.com/scl/fi/mosl7vt3d37dtgjma52kw/BTINTERNET-PAGE.paper?rlkey=ftik99ue4bfhqjwnd4w72nh3s&st=s78wr3yt&dl=0,1,99.9,80,7.304,,4798,1
http://ajipnsfv.wcnv20.cn/instagram-me,1,99.9,79.98,4.82,,4799,1
https://payconiq-app.web.app/,1,99.9,80,4.606,,4800,1
https://pagesix.com/tv/,0,99.9,0.01,5.978,,4801,0
https://sites.google.com/view/kja-t0u2olapkgjg0vm,0,79.84,40.16,7.576,,4802,1
https://link-redirect-8be18.firebaseapp.com/,1,99.9,80,5.039,,4803,1
https://wait-communitiescoorp.weebly.com/,1,99.9,80,5.134,,4804,1
https://standardnotes.com/features,0,99.9,20.09,6.27,,4805,0
https://2fqoql.share-eu1.hsforms.com/2RYcKO8lUT8KLI_w6Ore-iA,1,90,70,5.079,,4806,1
http://5ghghghh54h.blogspot.mk,1,99.9,79.99,7.451,,4807,1
https://www.fsu.edu/about/,0,99.9,0.01,5.968,,4808,0
https://javhd.today/,0,99.9,6.3,4.818,,4809,0
https://www.ulule.com/,0,99.9,0.02,6.398,,4810,0
https://www.courant.com/obituaries/john-l-raymond/,0,99.9,0.01,8.958,,4811,0
https://www.csfd.cz/film/1-predevsim-nikomu-neublizim/prehled/,0,99.9,0.01,8.289,,4812,0
https://gumtree.com/flats-houses,0,99.9,0.01,8.402,,4813,0
https://www.chop.edu/cardiac/partner-with-chop,0,99.9,0.01,10.013,,4814,0
https://bit.ly/3A69HaS,1,99.9,80,5.126,,4815,1
https://qrco.de/bfHe0H,1,99.9,80,5.073,,4816,1
https://coolrom.com/faq.php,0,99.9,0.01,8.782,,4817,0
http://adotmob.com/robots.txt,0,99.9,0.01,3.185,,4818,0
http://activabnc2023.atsnx.com/?i=1,1,90,70,5.772,,4819,1
https://glovoapp.com/uk/am/fake-armenia/stores/nazziwa-a-quality-restaurant-jnj,0,99.9,0.02,5.763,,4820,0
https://abadis.ir/translator/,0,99.9,0.03,5.672,,4821,0
https://acnote011.firebaseapp.com/,1,99.9,80,5.011,,4822,1
http://abasid448.github.io/netflix-clone,1,99.9,88.6,5.737,,4823,1
https://hm.ru/LmqQGM,1,99.9,0.32,6.796,,4824,1
https://naked-science.ru/article/history/ostanovku-vifleemskoj-zve,0,99.9,0.02,8.033,,4825,0
https://prosv.ru/legal/cookies/,0,99.9,0.02,13.735,,4826,0
https://pub-6f13f8c100804c81ae3cb476ef619a6a.r2.dev/wrate.html,1,99.9,79.99,5.891,,4827,1
https://www.spin.com/,0,99.9,0.03,5.102,,4828,0
https://ticktick.com/,0,97.88,22.12,6.545,,4829,0
http://alphabio.envolvelabs.com.br/wp-content/plugins/skkbilpsfz/citi.com.apx.mwarms.apx/citi/login.php?id=e2307abe65108b2aa5c220b456ed2529e2307abe65108b2aa5c220b456ed2529&amp;session=e2307abe65108b2aa5c220b456ed2529e2307abe65108b2aa5c220b456ed2529,0,99.9,2.15,6.305,,4830,1
https://www.popsci.com/gear-gadgets/article/2002-01/augmented-reality/,0,99.9,0.01,6.121,,4831,0
https://pub-f7fc0aa7381e47d1a8546ee27e313c07.r2.dev/index.html,1,99.9,92.2,5.824,,4832,1
https://systeme.ru/product/S9R14480,0,99.9,0.03,42.184,,4833,0
https://changelly.com/terms-of-use,0,99.9,0.01,7.184,,4834,0
https://sacbrades.com/,1,99.9,99.89,2.423,,4835,1
https://pub-b0cd4defd5a74909a31ab4fa95047de2.r2.dev/link%20(15).html,1,99.9,80,4.864,,4836,1
https://www.sfchronicle.com/local/article/We-re-playing-the-long-game-Young-Bay-16140022.php,0,99.9,0.01,4.692,,4837,0
http://5fgfggfgr4g4g.blogspot.hr,1,99.9,79.99,6.93,,4838,1
https://drexel.edu/academics,0,99.9,0.01,5.94,,4839,0
https://tinyurl.com/condolinknew,1,99.9,79.99,6.676,,4840,1
https://q-r.to/bfL4yi,1,99.9,80,5.757,,4841,1
https://nypost.com/long-island/,0,99.9,0.01,5.426,,4842,0
https://www.sportybet.com/gh/,0,99.9,16.83,6.472,,4843,0
http://3t.ma/rrdsssicrst/index.html,1,99.9,79.99,6.242,,4844,1
https://ouraring.com/best-buy/store-locator,0,99.9,0.01,6.572,,4845,0
https://www.freebsd.org/releases/5.0R/DP1/announce/,0,97.35,22.65,5.392,,4846,0
https://3d1d6f82.documentreviews.pages.dev,1,99.9,79.99,4.727,,4847,1
https://www.ufmg.br//a-universidade/informacoes-por-publicos/informacoes-para-sociedade/,0,99.9,0.01,8.863,,4848,0
https://www.usmagazine.com/entertainment/news/5-worst-movies-of-2025-ranked-no-2-is-one-of-netflixs-biggest-bombs-ever/,0,97.35,22.65,7.267,,4849,0
https://www.rollingstone.com/music/music-news/post-malone-thats-my-story-nashville-new-years-rockin-eve-1235492679/,0,99.9,0.01,9.355,,4850,0
https://bristolpost.co.uk/,0,99.9,0.03,8.472,,4851,0
https://qrco.de/bfInYN,1,99.9,80,5.044,,4852,1
https://www.scimagojr.com/SCImagoJournalRank.pdf,0,99.9,0.01,5.911,,4853,0
https://www.instant-gaming.com/en/trending/,0,99.9,0.01,6.126,,4854,0
https://new.express.adobe.com/webpage/Vka6e4rwbjBQO,1,99.9,80,5.301,,4855,1
https://q-r.to/bfJXV3,1,99.9,80,5.122,,4856,1
https://nextcloud.com/blog/second-nextcloud-11-beta-available/,0,99.9,0.01,6.929,,4857,0
https://hotm.art/BNCO932867,1,79.98,40.02,5.161,,4858,1
https://onlineevsfcu.weebly.com/,1,99.9,80,5.323,,4859,1
https://bolt.eu/en/campaigns/refresh/,0,99.9,0.01,6.577,,4860,0
https://datev.de/web/de/rechtsberatung,0,99.9,0.01,10.825,,4861,0
https://server94939434.firebaseapp.com/,1,99.9,80,4.768,,4862,1
https://panasonic.jp/bj2020/aichi/post-002.html,0,99.9,0.01,36.862,,4863,0
http://www.bigrock.com,0,99.17,20.83,5.042,,4864,0
http://2544785544v45r558712.filesusr.com/html/b772d6_895b18d5e6c9d5a5d6e5784a3498a39d.html?6706585*cgvsb25tzwxvbjeymzq1qgdtywlslmnvbq==*https://www.facebook.com/profile.php?id=100081147955135**facebook+latino,1,80,40,4.485,,4865,1
https://uplynk.com/,0,99.9,0.03,5.79,,4866,0
https://tw1.ru/,0,99.9,0.04,9.904,,4867,0
https://domappcheckomeg24.web.app/,1,99.9,80,4.504,,4868,1
https://phoronix.com/,0,97.35,22.65,7.809,,4869,0
http://iponweb.net/agencies/,0,98.93,21.07,9.078,,4870,0
https://www.dropbox.com/scl/fi/ailym8c1uqh9m2gls01u5/Login-MyBT.papert?rlkey=ub0cebt1bu8a2au3hry6j8hgd&st=2dsf8x0z&dl=0,1,99.9,80,6.186,,4871,1
http://allegrolokalnie.pl-oferta167723.rest,1,99.9,99.99,0.894,,4872,1
https://www.omnicalculator.com/fr/biologie,0,99.9,0.03,27.735,,4873,0
https://redkrt-701e9.firebaseapp.com/,1,99.9,80,5.229,,4874,1
https://z.phimsexvn1.blog/danh-sach/phim-le,0,99.9,0.01,7.068,,4875,0
https://airbuds.fm/legal/policy,0,99.9,0.01,7.492,,4876,0
https://gohugo.io/commands/,0,95.98,24.02,5.508,,4877,0
https://www.usa.gov/elected-officials,0,99.9,16.61,6.101,,4878,0
https://bit.ly/3Yhzlnf,1,90,70,5.955,,4879,1
https://simpcity.cr/search-forums/trending/,0,99.9,0.01,6.79,,4880,0
https://bootstrapmade.com/bootstrap-business-templates/,0,99.9,0.01,5.829,,4881,0
https://www.techadvisor.com/browse,0,99.9,0.01,6.577,,4882,0
https://cambridgeone.org/terms,0,97.35,22.65,8.533,,4883,0
https://www.altmetric.com/blog/how-to-share-your-work-online/,0,99.9,0.01,13.453,,4884,0
http://5ghhrhg333fg3.blogspot.mk,1,99.9,79.99,7.195,,4885,1
https://sift.com/blog/digital-trust-safety-roundup-highlights-from-mpe-berlin-spotting-scams/,0,99.9,0.01,6.432,,4886,0
https://www.eskimi.com/verification/contact-form,0,99.9,0.01,5.134,,4887,0
https://bafkreidsxgoqiqnokzj3srhsi3q5bofd5f5yuvcrcrbq77ra4jver6pvre.ipfs.dweb.link/,1,99.9,79.99,5.45,,4888,1
https://www.aritzia.com/en/product/parker-jean-short/67532.html,0,99.9,0.01,4.839,,4889,0
https://www.inxxx.com/top-pornstars/,0,99.9,0.01,5.922,,4890,0
https://sattamatkadpboss.co/record/raja-rani-morning-panel-chart.php,0,99.9,0.02,9.604,,4891,0
https://www.attentive.com/resources,0,99.9,0.01,5.78,,4892,0
https://sensibo.com/,0,99.9,0.02,6.671,,4893,0
https://2354573435254.vercel.app/,1,90,70,5.373,,4894,1
https://sbercloud.ru/about,0,99.9,0.04,14.571,,4895,0
https://2a01-4f8-c17-b8f--2.sslip.io,0,99.9,92.52,0.967,,4896,0
http://alex-copy.com/v/74d101856d2674d1056d26f2db17b374d109bd22d3204021eb0bf7df2db17b39bd221856d26f2db17b374d109bd22d3204021eb0bf7df2db17b39bd22d3204021eb0bf7d/account/kb,1,99.9,79.99,5.736,,4897,1
https://supportcid1008395621896.web.app/,1,99.9,80,4.681,,4898,1
https://us.resources.csoonline.com/,0,99.9,0.08,6.283,,4899,0
https://script.google.com/macros/s/AKfycbwju27eWpOHmFDcvI_2ofMIR4hd9Ztc0koxax351sg0BeMtjleD4_1YhmaN4_PxNQpYgw/exec,1,99.9,79.99,7.297,,4900,1
https://myshoptet.com/cenik-rozsirujicich-funkci/,0,99.9,0.11,10.79,,4901,0
https://usajobsearchservifr.web.app/,1,99.9,80,26.104,,4902,1
http://qrco.de/bfJHzt,1,99.9,80,5.285,,4903,1
https://qrco.de/bfWIEe,1,99.9,80,5.113,,4904,1
https://www.hubspot.com/company-news/hubspot-launches-new-community-for-black-business-professionals,0,99.9,0.01,6.732,,4905,0
https://uplynk.com/product/manage,0,99.9,0.05,6.072,,4906,0
http://alessandrodiana.it/onv.html,1,99.9,79.99,5.652,,4907,1
https://www.nic.do/2017/02/que-es-lo-nuevo-de-nic-do/,0,99.9,0.01,11.232,,4908,0
http://85630298.com,1,99.9,79.97,7.507,,4909,1
https://www.voglioporno.com/piu-votati/,0,99.9,0.01,6.729,,4910,0
http://alertasbancolomc.webcindario.com,1,99.9,80,4.997,,4911,1
https://www.postman.com/category/e-signature-apis,0,99.9,0.01,6.139,,4912,0
https://cbslocal.com/us/,0,99.9,0.01,7.174,,4913,0
https://cobig99.github.io/microsoft365-en-us-excel/,1,99.9,92.8,4.784,,4914,1
https://pub-6b5396a7447e450890996021695aad4d.r2.dev/index.html,1,99.9,92.2,6.184,,4915,1
https://sites.google.com/view/update-currently1000/update,0,79.94,40.06,7.546,,4916,1
https://q-r.to/bfJFVv,1,99.9,80,5.179,,4917,1
https://share.ebforms.com/6555367853522944,1,99.9,80,4.887,,4918,1
https://gapgpt.app/blog/Ø®Ø±ÛŒØ¯-api-openai/1211/,0,99.9,0.01,81.378,,4919,0
https://pub-7afbc87b8c2a4462a2c820d8a75b3f3c.r2.dev/index.html,1,99.9,92.2,5.714,,4920,1
https://ipfs.io/ipfs/bafybeigvgyn2ag7thet5j2yng7bboxpg6vifq7far75zjgrlqj4k3wqety/cpsscpanelhosting.html,1,99.9,90.4,5.276,,4921,1
https://us22.campaign-archive.com/?u=85b944b2ad407727220d1e996&id=941b50e862,1,99.9,2.39,5.91,,4922,1
https://codedish.co/contact-us/,0,99.9,0.01,11.286,,4923,0
https://support-inter.webcindario.com/,1,99.9,80,5.505,,4924,1
https://www.google.com/intl/am/gmail/about/policy/,0,80.87,39.13,8.75,,4925,0
https://members.mamastar.jp/auth/signin?ref=https%3A%2F%2Fmamastar.jp,0,99.9,0.05,5.622,,4926,0
https://qrco.de/bfYwUB,1,99.9,80,5.365,,4927,1
https://cloudinary.com/contact,0,99.9,0.01,6.14,,4928,0
https://www.5mp.eu/fajlok2/css4/owa_www.5mp.eu_.html,1,99.72,20.28,6.064,,4929,1
https://sijes65370.wixsite.com/my-site,1,99.9,80,6.082,,4930,1
http://accueil-orange0.yolasite.com,1,99.9,79.98,5.095,,4931,1
https://jmty.jp/,0,99.9,0.32,7.132,,4932,0
https://us20.campaign-archive.com/?u=684dcbd5e6aa307a828bd0ab0&id=a2c9324687,1,99.9,2.39,5.952,,4933,1
https://www.google.com/intl/am/gmail/about/,0,99.9,0.04,6.979,,4934,0
https://actionevictionservice.com/llc/,1,82.49,62.49,4.989,,4935,1
https://www.dynu.com/en-US/,0,99.9,0.01,6.392,,4936,0
https://jquery.com/,0,97.34,22.66,6.044,,4937,0
https://new.express.adobe.com/webpage/xVCatvTfRFU20,1,99.9,80,5.572,,4938,1
http://www.bricklink.com/catalog.asp,0,99.9,0.01,5.503,,4939,0
http://eloqua.com/careers/,0,97.9,22.1,8.007,,4940,0
https://www.bbc.com/wales,0,99.9,0.01,5.479,,4941,0
https://www.square-enix.com/ddff/en/,0,96.53,23.47,7.047,,4942,0
https://xtemos.com/blog/,0,99.9,0.01,7.044,,4943,0
https://pub-940c549d8b0d473e8066e5ca68d8c472.r2.dev/index.html,1,99.9,92.2,6.138,,4944,1
https://linqapp.com/btbroadand,1,99.9,100,33.781,,4945,1
https://bit.ly/3Xv7E8t,1,80,40,5.289,,4946,1
https://lagged.com/all-games,0,99.9,0.01,8.004,,4947,0
https://nic.online/premiums,0,99.9,0.02,6.914,,4948,0
https://bafkreid5rc75dajn5myir6vdvuxnvq75fstrpvqlsvj7tctgufzpebw2ky.ipfs.dweb.link/,1,99.9,80,5.041,,4949,1
https://us13.campaign-archive.com/?u=516b287dfe1cb56b301c22243&id=e74e7c7032,0,99.9,2.39,5.806,,4950,1
https://www.eurosport.de/fussball/ligue-1/2025-2026/live-as-monaco-olympique-lyon_mtc1609258/live-commentary.shtml,0,99.9,0.01,10.606,,4951,0
http://Rotld.ro/dnssec-related-questions/,0,99.9,0.01,9.436,,4952,0
https://transmit.live/,0,99.9,0.03,5.899,,4953,0
https://pub-8c5c9a7af0ce4b208b581f61ffdc5984.r2.dev/index.html,1,99.9,92.2,5.971,,4954,1
https://fill-the-appeal-form-here.github.io/meta-hepl/,1,99.9,79.99,4.535,,4955,1
https://videojs.org/,0,97.35,22.65,4.891,,4956,0
https://www.zenlayer.com/blog/zenlayer-ceo-joe-zhu-wins-ptc-award-for-outstanding-executive/,0,99.9,0.01,8.721,,4957,0
https://www.dropbox.com/scl/fi/eolrec1wqdm1y2n9d0o3s/Securely-sign-in-with-your-email-address-to-keep-you-updated..paper?dl=0&rlkey=u2mwmect7321ovr04990rtmke,1,99.9,80,5.945,,4958,1
https://q-r.to/bfEHQb,1,99.9,80,5.83,,4959,1
https://richrelevance.com/research-shows-uk-shoppers-lack-brand-loyalty-to-retailers/,0,96.53,23.47,14.775,,4960,0
http://128c9a0b0837f7b65383c0d0e53cb276fe603ee4de8d3ce200c849cba1.pages.dev,1,99.9,79.99,4.54,,4961,1
https://hlosackvv.web.app/,1,99.9,80,4.668,,4962,1
https://aruba.assistenzastaff.net/xe8m9zskHRo/,1,99.9,79.99,4.542,,4963,1
https://www.jcpenney.com/,0,99.9,0.04,1.725,,4964,0
https://q-r.to/bfeUPC,1,99.9,80,5.631,,4965,1
https://l.ead.me/bfFjQG,1,99.9,80,5.518,,4966,1
https://www.optus.com.au/,0,99.9,0.06,1.648,,4967,0
https://www.wilsoncenter.org/article/bin-ladens-death-cia-drones-played-their-part,0,99.9,0.01,5.713,,4968,0
https://amazon.se/gp/css/order-history?ref_=nav_orders_first,0,94.25,25.75,7.554,,4969,0
https://10fastfingers.com/text-practice/new,0,97.08,22.92,7.637,,4970,0
https://www.directoalpaladar.com/default/consejos-para-cocinar-barbacoas,0,99.9,0.03,26.986,,4971,0
http://actualizroutlks.royalwebhosting.net,1,99.9,79.99,5.267,,4972,1
https://toddwithrow.com/wp-content,1,99.9,80,5.218,,4973,1
http://49940622772593160909447.jamb2022.co/?26109140544514987499255791862143460=QWRhbS5DaG91ZGh1cnlAdGhpbmtwcmludC5jby51aw==,1,90,70,5.947,,4974,1
https://tower.jp/genre/Domestic-Books/feature_item,0,99.9,0.01,14.093,,4975,0
http://www.motiontherapeutics.com/pdf-downloads/download.php?name=%22%2F%3E%3Cimg%20src%3D%22https%3A%2F%2Fgoogle.com%2FhSAFZ2yOZJ5wN.jpg%22%20onerror%3D%22window.location%3DdecodeURIComponent%28atob%28%27Njg3NDc0NzA3MzNhMmYyZjZmMmU2YjZjNjg2ODZiN2E3NjZkMmU2ZDZmNmQyZjcxNjM2NjdhNjU3MjY5MjMzMTM0MzkzMTM3MmY3MTYzNjY3YTY1NzI2OQ%3D%3D%27%29.replace%28%2F%28..%29%2Fg%2C%20%27%25%241%27%29%29%3B%22%3E,1,99.9,79.99,4.632,,4976,1
https://flipkart.com/plus,0,97.33,22.67,12.054,,4977,0
https://posta-d5012.web.app/,1,99.9,80,5.228,,4978,1
https://nic.sh/dQBkAQAQALFGTclz7zM7K6JCRT0cIYOEuRWGrJ0iAh0892Kg9dpFltWD1O_Kpa60Czk2X6CffJO1OrNxGQl8PuJdaQSkJ9A6WgA1ILdfLf6YCYZNzc/aB.html?view_lang=en_US&o=1,0,84.51,35.49,6.499,,4979,0
https://q-r.to/bfIV4C,1,99.9,80,5.187,,4980,1
https://sites.google.com/cryptowalleet.com/exodus-wallet/home,1,79.88,40.12,7.741,,4981,1
https://www.bluestacks.com/th/products/store.html,0,99.9,0.01,5.508,,4982,0
https://msk-ix.ru/video/1/,0,99.9,0.02,9.283,,4983,0
https://www.iscorp.com/march-29-2021-efi-radius-user-group-webinar-on-iscorp-managed-secure-private-cloud-hosting-option/,0,99.9,0.01,6.258,,4984,0
https://ably-realtime.com/login,0,97.34,22.66,6.129,,4985,0
https://www.google.com/intl/am/gmail/about/for-work/,0,99.9,0.02,8.68,,4986,0
https://www.mistplay.com/about-us,0,99.9,0.01,5.499,,4987,0
https://pub-665be7a94c3047ddae52c67bcd5b93ed.r2.dev/index.html,1,99.9,92.2,5.642,,4988,1
https://q-r.to/bfT1RZ,1,99.9,80,5.324,,4989,1
https://www.chase.com/digital/mobile-banking,0,99.9,0.01,5.569,,4990,0
https://view.forms.app/attsecure/bellsouth-form,1,99.9,79.99,5.174,,4991,1
https://reasonsecurity.com/industry-recognition,0,99.9,19.95,6.528,,4992,0
https://pub-2925f759f5404c63b7c89a401b18e0d4.r2.dev/index.html,1,99.9,92.2,5.638,,4993,1
http://activaciones5.c1.biz,1,99.9,80,6.1,,4994,1
https://qrco.de/bfLYrr,1,99.9,80,5.262,,4995,1
https://l.ead.me/bfXAKA,1,99.9,80,5.801,,4996,1
http://9876543.pages.dev,1,99.9,80,4.558,,4997,1
https://www.macrotrends.net/stocks/research,0,96.53,23.47,6.022,,4998,0
https://partnerportal.bibliocommons.com/hc/en-us,0,99.9,0.01,4.903,,4999,0
https://tech333-guradian-cu-555.firebaseapp.com/,1,99.9,80,4.788,,5000,1
https://kyan-c.com/wp-content/new/Fixed/,1,99.9,89.8,17.328,,5001,1
https://webmaildadd.weebly.com/,1,99.9,84.79,5.331,,5002,1
https://zend.com/downloads,0,99.9,0.01,5.801,,5003,0
https://funda.nl/,0,99.9,0.06,6.587,,5004,0
https://us5.campaign-archive.com/?u=bdc5f73edfa4cf540c9da1454&id=61ee07213b,0,99.9,2.39,5.949,,5005,1
https://www.hawkhost.com/blog/2025-12-18-london-united-kingdom-announcement/,0,99.9,0.01,5.696,,5006,0
https://gfyu8i.webwave.dev/,1,99.9,80,13.055,,5007,1
https://wellandgood.com/shopping,0,99.9,0.01,6.965,,5008,0
https://kup.tvn24.pl/oferta/rekomendowane,0,99.9,0.01,7.611,,5009,0
https://www.cognitoforms.com/Agt12/OUTLOOK,1,70.7,49.3,4.894,,5010,1
https://my.babbel.com/en/onboarding/default?learn_lang=QMS,0,99.9,0.02,5.454,,5011,0
https://adara.com/video/do-you-have-the-right-touch/,0,99.9,0.01,7.983,,5012,0
https://fotostrana.ru/feed/pub/4363/,0,99.9,0.05,9.711,,5013,0
https://lps.infomoney.com.br/planner-infomoney-inscricao?utm_source=infomoney&utm_medium=botao&utm_campaign=pla&utm_term=hiperlink&utm_content=header,0,99.9,0.03,6.961,,5014,0
https://www.sixflags.com/,0,99.9,0.04,5.222,,5015,0
https://q-r.to/bfN6tC,1,99.9,80,5.345,,5016,1
https://www.google.com/intl/am/gmail/about/for-work/,0,99.9,0.02,8.317,,5017,0
https://wireconfirmation68c10a25442a3e13.blogspot.com/,1,99.9,89.8,6.494,,5018,1
https://postloe.firebaseapp.com/,1,99.9,80,4.933,,5019,1
https://sgt3yje16.ukit.me/,1,99.9,80,7.303,,5020,1
https://lapin-terrinouveau.web.app/,1,99.9,80,4.523,,5021,1
https://cch.com/pt-br,0,99.9,19.99,5.025,,5022,0
https://nexttech-solutions.qtandard.com/,1,99.9,0.54,13.792,,5023,1
https://heavyfetish.com/categories/,0,99.9,0.01,6.653,,5024,0
https://l.ead.me/bfFvcI,1,99.9,80,5.437,,5025,1
https://obsidian.md/,0,99.9,0.06,5.218,,5026,0
http://amazingnutrients.com.ar/wp-content/themes/twentynineteen/confirm/appme/caseid/8e5d3sf3b65ssf5/cc/6958851ba4cca77/?id=login&key=f8d52924f2cd84d197ca98f1069fa88a&amp&amp&amp&amp&amp&amp&amp&amp&amp&login=&path=/signin/?referrer,1,90,70,10.841,,5027,1
https://www.cakeresume.com/s---3_FU41d20eUQQNzOrb4_A--/iann-ofilne,1,99.9,79.96,6.529,,5028,1
https://qareintreoplasder.weebly.com/,1,99.9,80,5.356,,5029,1
https://www.smartnews.com/credits/,0,99.9,0.01,9.789,,5030,0
https://xkcd.com/1/,0,99.9,0.02,5.143,,5031,0
https://www.ifexcapital.com/,1,90.14,70.14,6.639,,5032,1
http://1xbet8887.cc,1,79.42,59.42,5.475,,5033,1
https://www.google.com/intl/am/gmail/about/policy/,0,80.87,39.13,8.231,,5034,0
https://linqapp.com/fghj?r=link,1,90,70,4.848,,5035,1
https://jnvfywgscznzg.firebaseapp.com/,1,99.9,80,4.566,,5036,1
http://www.duckdns.org/,1,96.98,23.02,7.032,,5037,1
https://countryliving.com/life/,0,99.9,0.01,6.427,,5038,0
https://lannuaire.service-public.fr/,0,99.9,0.04,9.388,,5039,0
https://www.swisscom.ch/de/privatkunden/benefits.html,0,99.9,0.02,6.385,,5040,0
https://techpowerup.com/reviyuu/b784/3560er/images/gmchjhj.png,0,99.9,0.02,6.475,,5041,0
https://untd.com/contact/contact-form/,0,99.9,0.02,5.118,,5042,0
https://grabcad.com/home,0,99.9,0.02,5.277,,5043,0
https://lechefducartelle.firebaseapp.com/,1,99.9,80,4.534,,5044,1
https://vungle.com/news/venturebeat-vungle-takes-marketing-platform-to-samsung-galaxy-apps-store/,0,97.9,22.1,6.09,,5045,0
http://bysex.net/aziatki/,0,99.9,0.44,6.647,,5046,0
https://share-na2.hsforms.com/1yycIDyeDRiCTSqNUlVBM6Q407grf,1,99.9,80,5.045,,5047,1
http://account-verify-again.smirnovas.lt/bankofamerica/4b567ff7/overviewshn.php?cmd=_account-details&session=65062e161f68c4c49b98aeea433b228f&dispatch=d6f09f38b56a3ae971d50707af12ca7dc3c8c720,1,95.1,75.1,6.11,,5048,1
https://wiki.myfreecams.com/wiki/Becoming_a_Webcam_Model_at_MyFreeCams,0,99.9,0.01,6.928,,5049,0
https://hotcopper.com.au/discussions/asx---general/,0,99.9,0.01,9.512,,5050,0
https://bafkreih37hzjc4n4elusfak5z5ktjgy5tvfy4nzk4hql3huz3betpe3nqe.ipfs.dweb.link/,1,99.9,79.99,5.058,,5051,1
https://uuvfay.webwave.dev/,1,99.9,80,12.988,,5052,1
https://www.gandi.net/en-US/simple-hosting/prestashop,0,99.9,0.01,5.417,,5053,0
http://165.227.42.67/banks/CIBC,1,75,45,1.877,,5054,1
https://www.dropbox.com/scl/fi/lzjkhhxdmo51ypx5uju6i/BTinternet.papert?rlkey=cudvtaf25ysjec09elkfo0jhc&dl=0,1,99.9,80,5.939,,5055,1
http://www.pbworks.com/case-studies.html,0,99.9,0.01,5.474,,5056,0
https://indd.adobe.com/view/c3dc4383-c304-466f-a390-ba84b8273789,1,99.9,80,4.804,,5057,1
https://pocketoption.com/ru/,0,97.33,22.67,7.466,,5058,0
https://pub-ed9a7c303a65428b82f6089516d7fd71.r2.dev/yudhger.html,1,99.9,79.98,6.514,,5059,1
http://lingojam.com/EspaÃ±ol-SlalÃ§u,0,99.9,0.09,5.07,,5060,0
https://en.protothema.gr,0,99.9,0.02,5.56,,5061,0
https://new.express.adobe.com/webpage/AgTZ96wlObn7H,1,99.9,80,5.345,,5062,1
https://ultimosegundo.ig.com.br,0,99.9,0.03,5.403,,5063,0
https://qrco.de/bfRBbB,1,99.9,80,5.089,,5064,1
https://www.pravda.sk/info/,0,99.9,0.02,9.564,,5065,0
http://advertisers-client-support-bullying-control.pages.dev,1,99.9,80,4.565,,5066,1
https://circleci.com/blog/technical-authors-program/,0,99.9,0.01,7.756,,5067,0
https://www.psychiatry.org/about-apa/apa-seal-of-acceptance,0,99.9,16.38,8.275,,5068,0
https://facebookrecreation.webflow.io/,1,99.9,92.79,5.715,,5069,1
https://sun.com/applications/,0,99.9,0.01,7.65,,5070,0
https://t.co/JNIe6BoWpC,1,90,70,6.591,,5071,1
https://diceempire-ba357.web.app/,1,90,70,6.736,,5072,1
https://optimumdesk.com/schedule-a-live-demo,0,99.9,0.01,7.738,,5073,0
https://www.androidauthority.com/free-android-app-for-background-checking-now-available-18248/,0,97.35,22.65,5.905,,5074,0
https://www.appnext.com/,0,99.63,20.37,5.962,,5075,0
https://mrelay-fr-suivi.com/,1,99.9,80,5.21,,5076,1
https://filmyfly.republican/terms,0,99.9,0.02,5.882,,5077,0
https://bt-mail-update-ae4ut.daftpage.com/,1,87.58,32.42,6.018,,5078,1
http://192.81.217.224/DEVICE/ATB/last.html,1,99.9,99.95,1.387,,5079,1
https://geogebra.org/math/measurement,0,99.9,0.01,5.896,,5080,0
https://www.google.com/intl/ar/gmail/about/for-work/,0,99.9,0.02,8.028,,5081,0
https://324000zi.weebly.com/,1,99.9,80,5.157,,5082,1
https://91wheels.com/bikes,0,99.9,0.02,18.009,,5083,0
https://qrco.de/bfEp39,1,90,70,5.011,,5084,1
https://www.meutimao.com.br/videos-do-corinthians/,0,99.9,0.01,4.555,,5085,0
https://www.aamc.org/news/five-emerging-medical-specialties-you-ve-never-heard-until-now,0,99.9,0.01,4.646,,5086,0
https://watchmovierulz.fail/starting-with/A,0,99.9,0.01,11.2,,5087,0
https://bafkreiglx3hlsvrx3s2ft6h5dye3knmlxecwwvvuayp2tas4didyij7jna.ipfs.dweb.link/,1,99.9,79.99,5.027,,5088,1
https://futbollibrevivo.pe/en-vivo/directv-sports,0,99.9,0.01,0.883,,5089,0
https://thackery22088.wixsite.com/my-site,1,99.9,90.4,5.804,,5090,1
https://bafkreienfdr5i6jrag7arutsbnlng4vzh6xxhyol7omxpzgs5276s2yx7m.ipfs.dweb.link/,1,99.9,79.99,5.035,,5091,1
https://crtscpewxi.web.app/,1,99.9,80,4.467,,5092,1
https://sport1.de/,0,99.9,0.01,8.072,,5093,0
https://www.fastweb.it/fastweb-plus/,0,99.9,0.02,8.591,,5094,0
